"state","plant_type_full","Value"
"NH","wnd_Nonsh_3",28.07
"RI","wnd_Nonsh_3",28.07
"VT","wnd_Nonsh_3",28.07
"CT","wnd_Nonsh_4",28.07
"MA","wnd_Nonsh_4",28.07
"ME","wnd_Nonsh_4",28.07
"NH","wnd_Nonsh_4",28.07
"RI","wnd_Nonsh_4",28.07
"VT","wnd_Nonsh_4",28.07
"CT","wnd_Nonsh_5",28.07
"MA","wnd_Nonsh_5",28.07
"ME","wnd_Nonsh_5",28.07
"NH","wnd_Nonsh_5",28.07
"RI","wnd_Nonsh_5",28.07
"VT","wnd_Nonsh_5",28.07
"CT","wnd_Nonsh_6",28.07
"MA","wnd_Nonsh_6",28.07
"ME","wnd_Nonsh_6",28.07
"NH","wnd_Nonsh_6",28.07
"RI","wnd_Nonsh_6",28.07
"VT","wnd_Nonsh_6",28.07
"CT","wnd_Nonsh_7",28.07
"MA","wnd_Nonsh_7",28.07
"ME","wnd_Nonsh_7",28.07
"NH","wnd_Nonsh_7",28.07
"RI","wnd_Nonsh_7",28.07
"VT","wnd_Nonsh_7",28.07
"CT","wnd_Nshal_3",53.33
"MA","wnd_Nshal_3",53.33
"ME","wnd_Nshal_3",53.33
"NH","wnd_Nshal_3",53.33
"RI","wnd_Nshal_3",53.33
"VT","wnd_Nshal_3",53.33
"CT","wnd_Nshal_4",53.33
"MA","wnd_Nshal_4",53.33
"ME","wnd_Nshal_4",53.33
"NH","wnd_Nshal_4",53.33
"RI","wnd_Nshal_4",53.33
"VT","wnd_Nshal_4",53.33
"CT","wnd_Nshal_5",53.33
"MA","wnd_Nshal_5",53.33
"ME","wnd_Nshal_5",53.33
"NH","wnd_Nshal_5",53.33
"RI","wnd_Nshal_5",53.33
"VT","wnd_Nshal_5",53.33
"CT","wnd_Nshal_6",53.33
"MA","wnd_Nshal_6",53.33
"ME","wnd_Nshal_6",53.33
"NH","wnd_Nshal_6",53.33
"RI","wnd_Nshal_6",53.33
"VT","wnd_Nshal_6",53.33
"CT","wnd_Nshal_7",53.33
"MA","wnd_Nshal_7",53.33
"ME","wnd_Nshal_7",53.33
"NH","wnd_Nshal_7",53.33
"RI","wnd_Nshal_7",53.33
"VT","wnd_Nshal_7",53.33
"CT","wnd_Ndeep_3",53.33
"MA","wnd_Ndeep_3",53.33
"ME","wnd_Ndeep_3",53.33
"NH","wnd_Ndeep_3",53.33
"RI","wnd_Ndeep_3",53.33
"VT","wnd_Ndeep_3",53.33
"CT","wnd_Ndeep_4",53.33
"MA","wnd_Ndeep_4",53.33
"ME","wnd_Ndeep_4",53.33
"NH","wnd_Ndeep_4",53.33
"RI","wnd_Ndeep_4",53.33
"VT","wnd_Ndeep_4",53.33
"CT","wnd_Ndeep_5",53.33
"MA","wnd_Ndeep_5",53.33
"ME","wnd_Ndeep_5",53.33
"NH","wnd_Ndeep_5",53.33
"RI","wnd_Ndeep_5",53.33
"VT","wnd_Ndeep_5",53.33
"CT","wnd_Ndeep_6",53.33
"MA","wnd_Ndeep_6",53.33
"ME","wnd_Ndeep_6",53.33
"NH","wnd_Ndeep_6",53.33
"RI","wnd_Ndeep_6",53.33
"VT","wnd_Ndeep_6",53.33
"CT","wnd_Ndeep_7",53.33
"MA","wnd_Ndeep_7",53.33
"ME","wnd_Ndeep_7",53.33
"NH","wnd_Ndeep_7",53.33
"RI","wnd_Ndeep_7",53.33
"VT","wnd_Ndeep_7",53.33
"NY","col_N",48.9
"NY","col_Nccs",63.21
"NY","ngcc_N",14.62
"NY","ngcc_Nccs",30.25
"NY","ngtb_N",6.7
"NY","nuc_N",88.75
